epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,124.632,1.1781,1.88655,0.96011,1,0.04432,0.48206,0.31751,0.99108,2.90398,0.92236,0.000468121,0.000468121,0.000468121
2,223.848,1.00757,0.90918,0.91399,0.97421,0.59904,0.62924,0.39381,1.01152,1.47127,0.92994,0.000935104,0.000935104,0.000935104
3,322.904,0.95526,0.78893,0.89759,0.83828,0.64016,0.68709,0.43073,0.96872,0.88124,0.92352,0.00139266,0.00139266,0.00139266
4,421.384,0.97855,0.74522,0.89805,0.83393,0.67762,0.70116,0.41412,0.94839,0.77837,0.91539,0.00138656,0.00138656,0.00138656
5,518.889,0.94638,0.70695,0.89432,0.87194,0.70407,0.75994,0.47332,0.87706,0.7219,0.89393,0.00137241,0.00137241,0.00137241
6,616.489,0.92521,0.66125,0.88741,0.73081,0.68768,0.7029,0.44865,0.89496,0.65489,0.90959,0.00135826,0.00135826,0.00135826
7,719.865,0.93305,0.62741,0.88843,0.79607,0.72823,0.75273,0.46338,0.92269,0.65167,0.9099,0.00134412,0.00134412,0.00134412
8,818.34,0.8673,0.57086,0.87918,0.82951,0.78368,0.78853,0.50656,0.86409,0.56548,0.89318,0.00132997,0.00132997,0.00132997
9,917.697,0.86905,0.55436,0.87369,0.85185,0.77863,0.81645,0.52448,0.82021,0.56016,0.87688,0.00131582,0.00131582,0.00131582
10,1017.37,0.84682,0.54951,0.86889,0.76911,0.77428,0.75115,0.48383,0.86627,0.54701,0.88997,0.00130168,0.00130168,0.00130168
11,1115,0.86526,0.54839,0.87709,0.75075,0.78477,0.75335,0.49022,0.84426,0.56483,0.8914,0.00128753,0.00128753,0.00128753
12,1212.32,0.83968,0.52701,0.8687,0.83566,0.78461,0.80031,0.52074,0.82178,0.49633,0.88681,0.00127338,0.00127338,0.00127338
13,1309.52,0.84964,0.52455,0.86475,0.87593,0.81255,0.84247,0.55611,0.81589,0.50997,0.88332,0.00125923,0.00125923,0.00125923
14,1407.04,0.84439,0.5078,0.86864,0.91511,0.7987,0.83576,0.54249,0.80086,0.4821,0.87926,0.00124509,0.00124509,0.00124509
15,1504.21,0.8398,0.48419,0.87142,0.80613,0.8402,0.81142,0.53806,0.76447,0.47634,0.86793,0.00123094,0.00123094,0.00123094
16,1608.65,0.82512,0.46986,0.86226,0.88666,0.85216,0.86488,0.56253,0.78383,0.44922,0.87436,0.00121679,0.00121679,0.00121679
17,1707.16,0.83288,0.46544,0.86598,0.9082,0.83373,0.86719,0.56263,0.79069,0.46467,0.87742,0.00120265,0.00120265,0.00120265
18,1804.58,0.82127,0.47813,0.86468,0.81709,0.79899,0.79824,0.52935,0.7906,0.46732,0.87584,0.0011885,0.0011885,0.0011885
19,1901.97,0.80714,0.47105,0.86072,0.8601,0.8066,0.82802,0.53793,0.80878,0.45244,0.88168,0.00117435,0.00117435,0.00117435
20,1999.08,0.8316,0.46201,0.86345,0.86668,0.81658,0.83753,0.55948,0.80342,0.45806,0.87795,0.00116021,0.00116021,0.00116021
21,2096.14,0.78937,0.44298,0.85132,0.87891,0.83903,0.85054,0.55256,0.79868,0.44532,0.87519,0.00114606,0.00114606,0.00114606
22,2193.41,0.81152,0.45062,0.86038,0.85955,0.82145,0.84186,0.54058,0.79558,0.45552,0.87275,0.00113191,0.00113191,0.00113191
23,2290.58,0.80227,0.45068,0.85639,0.88152,0.80707,0.83325,0.54697,0.75246,0.43264,0.86528,0.00111776,0.00111776,0.00111776
24,2388.72,0.79845,0.44608,0.85718,0.8663,0.85141,0.86648,0.56781,0.77599,0.42511,0.87096,0.00110362,0.00110362,0.00110362
25,2491.23,0.8118,0.43195,0.8572,0.84191,0.79547,0.82737,0.55808,0.76084,0.43548,0.86523,0.00108947,0.00108947,0.00108947
26,2591.79,0.81936,0.44343,0.85792,0.80741,0.83908,0.83422,0.54362,0.80818,0.45125,0.87826,0.00107532,0.00107532,0.00107532
27,2689.17,0.79162,0.42262,0.85656,0.9022,0.84323,0.86865,0.56609,0.77294,0.42426,0.87014,0.00106118,0.00106118,0.00106118
28,2786.76,0.78647,0.41765,0.85181,0.91568,0.86645,0.88905,0.58686,0.75877,0.407,0.86389,0.00104703,0.00104703,0.00104703
29,2883.71,0.76987,0.41055,0.85036,0.93498,0.84172,0.88216,0.5822,0.75262,0.40047,0.86184,0.00103288,0.00103288,0.00103288
30,2980.92,0.78661,0.42453,0.84928,0.9383,0.83184,0.87428,0.58135,0.76063,0.423,0.86647,0.00101873,0.00101873,0.00101873
31,3077.85,0.76347,0.42213,0.85338,0.9398,0.86939,0.87583,0.58201,0.73884,0.40241,0.86412,0.00100459,0.00100459,0.00100459
32,3174.65,0.7951,0.41856,0.85594,0.83979,0.81313,0.82362,0.54827,0.77184,0.42594,0.87468,0.00099044,0.00099044,0.00099044
33,3271.76,0.78173,0.41547,0.85571,0.89903,0.84823,0.87849,0.56996,0.78652,0.41561,0.87388,0.000976293,0.000976293,0.000976293
34,3370.96,0.77264,0.41639,0.8563,0.91932,0.85788,0.88405,0.56526,0.77738,0.40908,0.86906,0.000962146,0.000962146,0.000962146
35,3474.13,0.79536,0.41777,0.85821,0.93293,0.86976,0.89396,0.5721,0.77244,0.41386,0.87112,0.000947999,0.000947999,0.000947999
36,3571.16,0.78357,0.41648,0.85514,0.88266,0.87147,0.88264,0.56801,0.75963,0.40097,0.872,0.000933851,0.000933851,0.000933851
37,3668.45,0.77385,0.41759,0.85349,0.92056,0.86708,0.88066,0.57128,0.79102,0.41393,0.87951,0.000919704,0.000919704,0.000919704
38,3765.56,0.77296,0.41979,0.85513,0.89239,0.81779,0.84667,0.56867,0.73438,0.39588,0.86209,0.000905557,0.000905557,0.000905557
39,3862.82,0.75064,0.40187,0.84512,0.93546,0.84721,0.87078,0.58391,0.75046,0.39367,0.86453,0.00089141,0.00089141,0.00089141
40,3962.2,0.76064,0.39518,0.84901,0.95429,0.87858,0.9039,0.60075,0.72194,0.37765,0.85798,0.000877263,0.000877263,0.000877263
41,4059.33,0.76009,0.41936,0.85082,0.91141,0.81594,0.83931,0.56968,0.75077,0.40506,0.86782,0.000863116,0.000863116,0.000863116
42,4158.77,0.74263,0.39087,0.84491,0.94147,0.82641,0.8668,0.58435,0.74669,0.4071,0.86198,0.000848969,0.000848969,0.000848969
43,4258.17,0.75075,0.40307,0.84785,0.93842,0.84908,0.87521,0.58562,0.74051,0.38435,0.86475,0.000834822,0.000834822,0.000834822
44,4361.2,0.74752,0.40195,0.84585,0.94728,0.86549,0.90049,0.60109,0.73662,0.39241,0.86561,0.000820675,0.000820675,0.000820675
45,4465.24,0.7349,0.38363,0.84606,0.92066,0.87902,0.89592,0.59167,0.75039,0.38643,0.86298,0.000806528,0.000806528,0.000806528
46,4563.6,0.75832,0.39311,0.85286,0.94067,0.84916,0.87714,0.58386,0.73943,0.37828,0.86167,0.00079238,0.00079238,0.00079238
47,4661.98,0.74422,0.38034,0.84526,0.93506,0.87458,0.89072,0.60624,0.7325,0.38192,0.85951,0.000778233,0.000778233,0.000778233
48,4759.27,0.76149,0.39213,0.84548,0.93609,0.87615,0.89135,0.60656,0.73522,0.37547,0.86143,0.000764086,0.000764086,0.000764086
49,4856.84,0.75213,0.38193,0.84718,0.94062,0.87498,0.89317,0.60344,0.74088,0.36462,0.86186,0.000749939,0.000749939,0.000749939
50,4954.79,0.74264,0.38719,0.84546,0.9179,0.86929,0.88234,0.58765,0.75112,0.37813,0.86409,0.000735792,0.000735792,0.000735792
51,5060.05,0.74334,0.37886,0.84248,0.93373,0.87374,0.89403,0.60917,0.71794,0.36491,0.85714,0.000721645,0.000721645,0.000721645
52,5163.03,0.74741,0.37126,0.84582,0.95334,0.87883,0.89175,0.59932,0.73379,0.37248,0.86151,0.000707498,0.000707498,0.000707498
53,5268.02,0.71633,0.37273,0.84127,0.9557,0.87361,0.89486,0.59754,0.73522,0.37477,0.86058,0.000693351,0.000693351,0.000693351
54,5365.58,0.73137,0.38026,0.84155,0.9229,0.88694,0.88678,0.60725,0.71545,0.36303,0.85621,0.000679204,0.000679204,0.000679204
55,5463.09,0.73755,0.38095,0.84092,0.9535,0.87404,0.89774,0.60235,0.7179,0.3659,0.85828,0.000665057,0.000665057,0.000665057
56,5561.03,0.71466,0.35572,0.83998,0.9513,0.88373,0.89956,0.61398,0.71187,0.35288,0.85757,0.000650909,0.000650909,0.000650909
57,5658.19,0.74056,0.37272,0.84697,0.95549,0.88462,0.90143,0.61468,0.71399,0.35417,0.85943,0.000636762,0.000636762,0.000636762
58,5755.46,0.72718,0.36561,0.84307,0.94574,0.87376,0.90153,0.61284,0.71492,0.36177,0.85637,0.000622615,0.000622615,0.000622615
59,5852.54,0.73421,0.37619,0.84084,0.95152,0.88089,0.90692,0.61857,0.71154,0.36244,0.85673,0.000608468,0.000608468,0.000608468
60,5950.8,0.72881,0.36777,0.84123,0.9496,0.87725,0.89603,0.60338,0.72598,0.3653,0.85733,0.000594321,0.000594321,0.000594321
61,6047.98,0.72393,0.37665,0.84025,0.9386,0.88418,0.89293,0.62057,0.71452,0.3656,0.85778,0.000580174,0.000580174,0.000580174
62,6151.99,0.7039,0.35824,0.83859,0.94384,0.89434,0.90161,0.61882,0.72693,0.34955,0.86136,0.000566027,0.000566027,0.000566027
63,6250.21,0.72621,0.35733,0.84413,0.96477,0.89538,0.91159,0.61999,0.71684,0.34528,0.85779,0.00055188,0.00055188,0.00055188
64,6347.56,0.70746,0.34463,0.84073,0.96768,0.88133,0.90865,0.62164,0.70781,0.34824,0.85917,0.000537733,0.000537733,0.000537733
65,6444.95,0.73818,0.35509,0.84376,0.96813,0.88395,0.91026,0.62685,0.69534,0.34465,0.85164,0.000523586,0.000523586,0.000523586
66,6542.17,0.71018,0.34674,0.83359,0.95679,0.89096,0.90969,0.62253,0.7153,0.35094,0.85802,0.000509438,0.000509438,0.000509438
67,6639.35,0.7197,0.36365,0.8377,0.9649,0.89071,0.91202,0.60527,0.74557,0.3609,0.86487,0.000495291,0.000495291,0.000495291
68,6736.58,0.71466,0.36006,0.84376,0.9446,0.87629,0.89035,0.60885,0.72249,0.35872,0.86281,0.000481144,0.000481144,0.000481144
69,6833.69,0.71117,0.35476,0.83933,0.96559,0.90117,0.91096,0.62335,0.7077,0.35074,0.85513,0.000466997,0.000466997,0.000466997
70,6931.13,0.71695,0.35736,0.84045,0.96658,0.89977,0.91332,0.62282,0.71874,0.35561,0.85703,0.00045285,0.00045285,0.00045285
71,7034.11,0.71392,0.35324,0.84102,0.97506,0.88433,0.91004,0.61821,0.71754,0.3467,0.85614,0.000438703,0.000438703,0.000438703
72,7133.67,0.71087,0.35772,0.839,0.95764,0.88382,0.90187,0.59705,0.7407,0.35168,0.86653,0.000424556,0.000424556,0.000424556
73,7230.86,0.69764,0.34166,0.8384,0.94853,0.89202,0.90526,0.62418,0.7115,0.35053,0.85943,0.000410409,0.000410409,0.000410409
74,7328.08,0.69301,0.33652,0.83873,0.92912,0.8993,0.91023,0.61607,0.70423,0.33852,0.85496,0.000396262,0.000396262,0.000396262
75,7425.35,0.706,0.34888,0.83924,0.95344,0.8944,0.90981,0.61395,0.70966,0.34746,0.85495,0.000382115,0.000382115,0.000382115
76,7522.61,0.7157,0.35802,0.84106,0.96308,0.89385,0.90701,0.62709,0.69301,0.33662,0.85235,0.000367967,0.000367967,0.000367967
77,7619.63,0.71464,0.3593,0.83876,0.96509,0.90598,0.91515,0.61879,0.70176,0.34594,0.85091,0.00035382,0.00035382,0.00035382
78,7716.69,0.71368,0.34737,0.84205,0.95648,0.9032,0.90317,0.61309,0.71396,0.34016,0.85696,0.000339673,0.000339673,0.000339673
79,7813.73,0.70491,0.34394,0.83918,0.96685,0.88693,0.90534,0.62409,0.71207,0.34044,0.8535,0.000325526,0.000325526,0.000325526
80,7913.7,0.69518,0.33702,0.83494,0.9588,0.89072,0.90576,0.61966,0.69731,0.32574,0.85066,0.000311379,0.000311379,0.000311379
81,8015.44,0.69063,0.34814,0.83766,0.95327,0.88343,0.89056,0.61973,0.70234,0.33317,0.85277,0.000297232,0.000297232,0.000297232
82,8113.88,0.68894,0.33839,0.83297,0.95942,0.88047,0.90824,0.62054,0.70038,0.34544,0.85169,0.000283085,0.000283085,0.000283085
83,8213.11,0.69297,0.32824,0.83595,0.96066,0.89896,0.91235,0.62532,0.68641,0.32937,0.84783,0.000268938,0.000268938,0.000268938
84,8310.71,0.68288,0.33127,0.83836,0.96017,0.89274,0.91595,0.62353,0.7052,0.33104,0.85441,0.000254791,0.000254791,0.000254791
85,8410.44,0.6894,0.33544,0.83544,0.95802,0.89035,0.90329,0.61803,0.70379,0.3346,0.85642,0.000240644,0.000240644,0.000240644
86,8507.9,0.67006,0.3229,0.83162,0.95482,0.87476,0.90369,0.62164,0.71213,0.33891,0.85795,0.000226497,0.000226497,0.000226497
87,8605.04,0.6869,0.32435,0.8366,0.96103,0.89329,0.91257,0.62992,0.69452,0.32765,0.85205,0.000212349,0.000212349,0.000212349
88,8702.34,0.67283,0.32406,0.83026,0.9596,0.895,0.91756,0.63331,0.69249,0.32824,0.84844,0.000198202,0.000198202,0.000198202
89,8802.28,0.66603,0.33096,0.83011,0.97215,0.90225,0.92147,0.63169,0.70061,0.33474,0.85089,0.000184055,0.000184055,0.000184055
90,8904.08,0.66454,0.31746,0.83123,0.96576,0.89716,0.91854,0.63275,0.69191,0.32765,0.84986,0.000169908,0.000169908,0.000169908
91,8999.12,0.69214,0.32299,0.83611,0.95601,0.90279,0.91911,0.62667,0.7026,0.33297,0.85207,0.000155761,0.000155761,0.000155761
92,9094.24,0.68375,0.31771,0.83523,0.95999,0.88756,0.91101,0.62033,0.71655,0.34172,0.85434,0.000141614,0.000141614,0.000141614
93,9189.02,0.68556,0.31806,0.83436,0.95683,0.88749,0.90721,0.62157,0.71483,0.33986,0.8553,0.000127467,0.000127467,0.000127467
94,9283.75,0.67375,0.31275,0.83261,0.93848,0.89437,0.90672,0.62614,0.70024,0.33504,0.85233,0.00011332,0.00011332,0.00011332
95,9378.66,0.66721,0.31199,0.8357,0.94138,0.89272,0.90396,0.61812,0.70104,0.32706,0.85416,9.91726e-05,9.91726e-05,9.91726e-05
96,9473.3,0.67262,0.31381,0.8311,0.96116,0.87931,0.90911,0.61932,0.71056,0.33182,0.85447,8.50255e-05,8.50255e-05,8.50255e-05
97,9568.71,0.67029,0.3112,0.83554,0.95532,0.87958,0.90989,0.62476,0.69658,0.32834,0.85391,7.08784e-05,7.08784e-05,7.08784e-05
98,9664.43,0.67555,0.30601,0.83357,0.94299,0.88024,0.90632,0.62356,0.70315,0.33137,0.85391,5.67313e-05,5.67313e-05,5.67313e-05
99,9765.34,0.66925,0.30692,0.83699,0.93667,0.88634,0.9062,0.62173,0.69555,0.32819,0.85254,4.25842e-05,4.25842e-05,4.25842e-05
100,9861.34,0.65926,0.30399,0.82925,0.9369,0.88056,0.90387,0.62364,0.69988,0.33264,0.85304,2.84371e-05,2.84371e-05,2.84371e-05
